case_id,message_id,user_id_original,pais_usuario,country_iso,direction,text_original,language_detected,sentiment_score,sentiment_label,primary_emotion,topics,max_severity,regulatory_flags,escalation_needed_llm,priority_llm,priority_math,priority_final,priority_policy,severe_risk_signals,resolved_override,score_base,score_final,confidence,model_used,tokens_in,tokens_out,latency_ms,cost_usd,analyzed_at,analysis_status
CASE-067,MSG-234,USR-335,Chile,CL,INBOUND,"""Puse 'Juan Perez' y él es 'Juan Alberto Perez'. ¿Cómo lo edito?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-067,MSG-235,USR-335,Chile,CL,INBOUND,"""No quiero esperar a que rebote el dinero de nuevo.""",es,-0.5,negative,frustration,transfers,0.6,,True,p3,,p3,,,,0.265,0.3975,0.9,gemini-2.5-flash-lite,3271,248,14838,0.0004263,2026-05-01 14:19:31,ok
CASE-068,MSG-236,USR-122,Argentina,AR,INBOUND,"""Me quitaron 10 USD de mi billetera por un 'Ajuste de Saldo'. ¿Qué es eso?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-068,MSG-237,AGENT-02,Argentina,AR,OUTBOUND,"""Fue por una compra en Amazon que se procesó con una tasa errónea ayer.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-068,MSG-238,USR-122,Argentina,AR,INBOUND,"""Ese es error de ustedes, no mío. No tienen derecho a sacarme plata así.""",es,-0.8,very_negative,anger,"fees_pricing, transfers",0.7,consumer_protection,True,p3,,p3,,,,0.6475,0.9712,0.9,gemini-2.5-flash-lite,3266,237,5419,0.0004214,2026-05-01 14:19:26,ok
CASE-069,MSG-239,USR-447,Chile,CL,INBOUND,"""Quiero pedir el Link de Pago para cobrarle a un cliente en España.""",fr,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-069,MSG-240,AGENT-03,Chile,CL,OUTBOUND,"""Esa función solo está disponible para cuentas de empresa validadas.""",fr,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-069,MSG-241,USR-447,Chile,CL,INBOUND,"""Tengo mi empresa en Chile, pero no veo el botón en la app.""",fr,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-069,MSG-242,USR-447,Chile,CL,INBOUND,"""Mi cuenta es Business, ya mandé el RUT. Revisen por favor.""",fr,0.1,neutral,neutral,account_management,0.3,,False,p3,,p3,,,,0.0925,0.1387,0.9,gemini-2.5-flash-lite,3268,199,9897,0.0004064,2026-05-01 14:19:36,ok
CASE-070,MSG-243,USR-907,México,MX,INBOUND,"""Mi tarjeta no tiene nombre. ¿Puedo viajar a EE.UU. con ella?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-070,MSG-244,AGENT-01,México,MX,OUTBOUND,"""Sí, es una tarjeta nominativa digitalmente aunque no tenga relieve.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-070,MSG-245,USR-907,México,MX,INBOUND,"""¿Y si me piden ID en la tienda para comparar con la tarjeta?""",es,-0.3,negative,confusion,cards,0.3,,False,p4,,p4,,,,0.1375,0.2063,0.9,gemini-2.5-flash-lite,3251,232,12154,0.0004179,2026-05-01 14:19:43,ok
CASE-071,MSG-246,USR-131,Chile,CL,INBOUND,"""Quiero cerrar mi cuenta pero tengo 0.01 centavos y no me deja.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-071,MSG-247,AGENT-05,Chile,CL,OUTBOUND,"""Debes donar ese remanente o retirarlo para quedar en cero absoluto.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-071,MSG-248,USR-131,Chile,CL,INBOUND,"""No me deja retirar 0.01 y no hay botón de donar. Ayuden.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-071,MSG-249,USR-131,Chile,CL,INBOUND,"""Llevo media hora en esto solo para borrar mis datos.""",es,-0.7,negative,frustration,"account_management, support_quality",0.6,data_privacy,True,p3,,p3,,,,0.6,0.9,0.9,gemini-2.5-flash-lite,3277,306,10932,0.0004501,2026-05-01 14:19:47,ok
CASE-072,MSG-250,USR-503,Colombia,CO,INBOUND,"""Mi transferencia de COP a USD no se refleja en mi Smart Wallet.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-072,MSG-251,AGENT-02,Colombia,CO,OUTBOUND,"""Revisa si el dinero quedó en la billetera global o en tránsito.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-072,MSG-252,USR-503,Colombia,CO,INBOUND,"""Sale en tránsito hace 4 horas. Debería ser instantáneo según su web.""",es,-0.7,negative,frustration,transfers,0.6,,True,p2,,p2,,,,0.36,0.54,0.95,gemini-2.5-flash-lite,3251,211,2354,0.0004095,2026-05-01 14:19:45,ok
CASE-073,MSG-253,USR-113,Chile,CL,INBOUND,"""Solicito que desactiven el cobro automático de Spotify en mi tarjeta.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-073,MSG-254,AGENT-01,Chile,CL,OUTBOUND,"""Debes hacerlo directamente desde la configuración de tu cuenta Spotify.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-073,MSG-255,USR-113,Chile,CL,INBOUND,"""Perdí el acceso a ese correo de Spotify. Bloqueen el comercio ustedes.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-073,MSG-256,USR-113,Chile,CL,INBOUND,"""Si no lo hacen, tendré que dar de baja la tarjeta completa.""",es,-0.8,very_negative,anger,"account_management, cards",0.7,consumer_protection,True,p3,,p3,,,,0.6475,0.9712,0.9,gemini-2.5-flash-lite,3268,285,6304,0.0004408,2026-05-01 14:19:51,ok
CASE-074,MSG-257,USR-810,Brasil,BR,INBOUND,"""A interface do aplicativo está em espanhol, como mudo para português?""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-074,MSG-258,AGENT-05,Brasil,BR,OUTBOUND,"""Olá, o app segue o idioma do sistema do seu celular.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-074,MSG-259,USR-810,Brasil,BR,INBOUND,"""Meu celular está em português, mas o app continua em espanhol.""",pt,-0.5,negative,frustration,app_stability,0.3,,False,p3,,p3,,,,0.1725,0.2587,0.9,gemini-2.5-flash-lite,3247,159,9162,0.0003883,2026-05-01 14:20:10,ok
CASE-075,MSG-260,USR-419,Chile,CL,INBOUND,"""Quiero depositar 5 millones de pesos en efectivo. ¿Dónde voy?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-075,MSG-261,AGENT-02,Chile,CL,OUTBOUND,"""No aceptamos efectivo directo, debes depositar en tu banco y transferirnos.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-075,MSG-262,USR-419,Chile,CL,INBOUND,"""Mi banco me pone límites. ¿No tienen convenios con Servipag?""",es,-0.5,negative,frustration,"cash_in_out, other",0.7,,True,p3,,p3,,,,0.295,0.4425,0.95,gemini-2.5-flash-lite,3252,251,10523,0.0004256,2026-05-01 14:20:02,ok
CASE-076,MSG-263,USR-144,Chile,CL,INBOUND,"""Mi transferencia a España dice 'Rechazada' pero el saldo no volvió.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-076,MSG-264,AGENT-04,Chile,CL,OUTBOUND,"""Hola, el proceso de devolución al saldo de origen toma de 24 a 48h.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-076,MSG-265,USR-144,Chile,CL,INBOUND,"""Llevo 3 días. Necesito pagar mi máster hoy o pierdo el cupo.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-076,MSG-266,USR-144,Chile,CL,INBOUND,"""¡Por favor! Es mi futuro, no me den respuestas genéricas.""",es,-0.8,very_negative,frustration,transfers,1.0,consumer_protection,True,p2,,p2,,,,0.805,1.0,0.95,gemini-2.5-flash-lite,3282,270,12004,0.0004362,2026-05-01 14:20:15,ok
CASE-077,MSG-267,USR-612,Perú,PE,INBOUND,"""Quiero denunciar que la tasa de cambio cambió justo cuando di click.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-077,MSG-268,AGENT-02,Perú,PE,OUTBOUND,"""Hola, la tasa se actualiza cada minuto por volatilidad del mercado.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-077,MSG-269,USR-612,Perú,PE,INBOUND,"""Me cobraron 20 soles más de lo que decía el resumen. Es un engaño.""",es,-0.8,very_negative,anger,"fees_pricing, fx_currency",0.8,consumer_protection,True,p3,,p3,,,,0.6775,1.0,0.9,gemini-2.5-flash-lite,3253,220,5551,0.0004133,2026-05-01 14:20:16,ok
CASE-078,MSG-270,USR-832,Brasil,BR,INBOUND,"""A minha conta Business ainda não foi aprovada. Já mandei o contrato social.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-078,MSG-271,AGENT-05,Brasil,BR,OUTBOUND,"""Olá, estamos verificando a validade do documento com a junta comercial.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-078,MSG-272,USR-832,Brasil,BR,INBOUND,"""Preciso pagar os fornecedores na China amanhã. Podem agilizar?""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-078,MSG-273,USR-832,Brasil,BR,INBOUND,"""Tenho todos os documentos em mãos se precisarem de algo mais.""",pt,-0.5,negative,frustration,kyc_onboarding,0.8,consumer_protection,True,p2,,p2,,,,0.6925,1.0,0.9,gemini-2.5-flash-lite,3273,246,8174,0.0004257,2026-05-01 14:20:23,ok
CASE-079,MSG-274,USR-315,Chile,CL,INBOUND,"""Me llegó un cobro de 'Disney+' que yo ya había cancelado.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-079,MSG-275,AGENT-03,Chile,CL,OUTBOUND,"""Debes gestionar la cancelación con el comercio directamente.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-079,MSG-276,USR-315,Chile,CL,INBOUND,"""Ellos dicen que el cobro lo lanzó Global. Quiero que bloqueen ese comercio.""",es,-0.7,negative,anger,"fraud_security, transfers",0.8,unauthorized_charge,True,p3,,p1,,,,0.66,0.99,0.9,gemini-2.5-flash-lite,3247,264,31503,0.0004303,2026-05-01 14:21:26,ok
CASE-080,MSG-277,USR-914,México,MX,INBOUND,"""Mi tarjeta física no llega a mi casa en Monterrey. Hace 2 semanas pedí.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-080,MSG-278,AGENT-01,México,MX,OUTBOUND,"""Revisamos y la dirección no tenía número de casa. Envíanosla de nuevo.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-080,MSG-279,USR-914,México,MX,INBOUND,"""Es Calle Roble 450, Col. Centro. ¿Tengo que pagar el envío de nuevo?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-080,MSG-280,USR-914,México,MX,INBOUND,"""Espero que no, porque yo puse el número la primera vez.""",es,-0.7,negative,frustration,"account_management, cards",0.6,consumer_protection,True,p3,,p3,,,,0.5975,0.8962,0.95,gemini-2.5-flash-lite,3281,269,5004,0.0004357,2026-05-01 14:20:28,ok
CASE-081,MSG-281,USR-122,USA,US,INBOUND,"""The app says my account is 'Under Review' after I received 5k USD.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-081,MSG-282,AGENT-04,USA,US,OUTBOUND,"""This is a standard compliance check. Please provide proof of funds.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-081,MSG-283,USR-122,USA,US,INBOUND,"""It's my salary. I already uploaded my pay stub last month.""",en,-0.7,negative,frustration,"account_management, kyc_onboarding",0.8,aml_suspected,True,p2,,p2,,,,0.72,1.0,0.9,gemini-2.5-flash-lite,3250,265,9678,0.000431,2026-05-01 14:20:38,ok
CASE-082,MSG-284,USR-450,Chile,CL,INBOUND,"""Quiero sacar mis dólares físicos. ¿Dónde tienen cajeros propios?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-082,MSG-285,AGENT-01,Chile,CL,OUTBOUND,"""No tenemos cajeros propios. Puedes retirar en cualquier ATM en pesos.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-082,MSG-286,USR-450,Chile,CL,INBOUND,"""Pero yo quiero mis dólares, no pesos. ¿Cómo los retiro entonces?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-082,MSG-287,USR-450,Chile,CL,INBOUND,"""Si no puedo sacar dólares, no me sirve la cuenta multimoneda.""",es,-0.8,very_negative,frustration,account_management,0.8,,True,p3,,p3,,,,0.4375,0.6562,0.9,gemini-2.5-flash-lite,3266,199,1404,0.0004062,2026-05-01 14:20:40,ok
CASE-083,MSG-288,USR-520,Colombia,CO,INBOUND,"""Me equivoqué en el nombre del beneficiario en un envío a Ecuador.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-083,MSG-289,AGENT-02,Colombia,CO,OUTBOUND,"""Si la plata aún no es cobrada, podemos intentar una corrección.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-083,MSG-290,USR-520,Colombia,CO,INBOUND,"""Todavía no la cobran. El nombre es 'Maria Gomez' y puse 'Maria Games'.""",es,-0.5,negative,frustration,transfers,0.6,,True,p2,,p2,,,,0.3175,0.4763,0.9,gemini-2.5-flash-lite,3254,156,3637,0.0003878,2026-05-01 14:21:12,ok
CASE-084,MSG-291,USR-672,Perú,PE,INBOUND,"""Mi cuenta fue bloqueada por 'seguridad' y tengo mi arriendo ahí.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-084,MSG-292,AGENT-01,Perú,PE,OUTBOUND,"""Detectamos un intento de phishing. Cambia tu clave ahora.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-084,MSG-293,USR-672,Perú,PE,INBOUND,"""Ya la cambié. Por favor liberen los fondos, el dueño me va a echar.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-084,MSG-294,USR-672,Perú,PE,INBOUND,"""Es mi único dinero. ¡Sean humanos!""",es,-0.9,very_negative,frustration,account_management,1.0,fraud_suspected,True,p2,,p2,,,,0.8175,1.0,0.95,gemini-2.5-flash-lite,3267,249,5738,0.0004263,2026-05-01 14:21:18,ok
CASE-085,MSG-295,USR-119,Chile,CL,INBOUND,"""Quiero donar a una fundación desde la app, ¿tienen esa opción?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-085,MSG-296,AGENT-05,Chile,CL,OUTBOUND,"""Por ahora no directamente, pero puedes transferir al RUT de la ONG.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-085,MSG-297,USR-119,Chile,CL,INBOUND,"""Sería bueno que lo pongan como botón, así es más rápido ayudar.""",es,0.3,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.9,gemini-2.5-flash-lite,3251,161,10838,0.0003895,2026-05-01 14:21:44,ok
CASE-086,MSG-298,USR-240,Argentina,AR,INBOUND,"""El QR de Global no me funcionó en una tienda en Buenos Aires.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-086,MSG-299,AGENT-01,Argentina,AR,OUTBOUND,"""¿Era un QR de Mercado Pago o de otro sistema?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-086,MSG-300,USR-240,Argentina,AR,INBOUND,"""Era Mercado Pago. Salió 'Error de lectura de emisor'.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-086,MSG-301,USR-240,Argentina,AR,INBOUND,"""Tuve que pagar en efectivo. Pasé una vergüenza terrible.""",es,-0.7,negative,frustration,transfers,0.8,consumer_protection,True,p3,,p3,,,,0.7225,1.0,0.9,gemini-2.5-flash-lite,3266,256,9205,0.000429,2026-05-01 14:21:36,ok
CASE-087,MSG-302,USR-812,México,MX,INBOUND,"""Solicito el cierre de mi cuenta y que no me llamen más para préstamos.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-087,MSG-303,AGENT-03,México,MX,OUTBOUND,"""Lamentamos que te vayas. ¿Hubo algún problema con el servicio?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-087,MSG-304,USR-812,México,MX,INBOUND,"""Me llaman 3 veces al día. Es acoso comercial. Borren mis datos.""",es,-0.8,very_negative,anger,account_management,0.8,"consumer_protection, data_privacy",True,p3,,p3,,,,0.7025,1.0,0.9,gemini-2.5-flash-lite,3256,335,6054,0.0004596,2026-05-01 14:21:42,ok
CASE-088,MSG-305,USR-342,Chile,CL,INBOUND,"""Mi tarjeta de madera se despegó. La parte de arriba se salió.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-088,MSG-306,AGENT-02,Chile,CL,OUTBOUND,"""Envíanos una foto para gestionar la garantía de fabricación.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-088,MSG-307,USR-342,Chile,CL,INBOUND,"""Aquí está la foto. Se nota que el pegamento falló. Quiero una nueva.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-088,MSG-308,USR-342,Chile,CL,INBOUND,"""Y que no me cobren el envío, por favor.""",es,-0.8,very_negative,frustration,cards,0.7,,True,p3,,p3,,,,0.3425,0.5138,0.95,gemini-2.5-flash-lite,3267,210,7225,0.0004107,2026-05-01 14:21:49,ok
CASE-089,MSG-309,USR-525,Colombia,CO,INBOUND,"""Quiero enviar dinero a Rusia pero la app no me deja.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-089,MSG-310,AGENT-04,Colombia,CO,OUTBOUND,"""Por sanciones internacionales, la ruta a Rusia está bloqueada.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-089,MSG-311,USR-525,Colombia,CO,INBOUND,"""¿Y hay alguna alternativa para mandar a un familiar allá?""",es,-0.5,negative,frustration,transfers,0.7,other,True,p3,,p3,,,,0.5925,0.8887,0.9,gemini-2.5-flash-lite,3240,212,13987,0.0004088,2026-05-01 14:21:58,ok
CASE-090,MSG-312,USR-128,Chile,CL,INBOUND,"""No puedo ver mis movimientos de hace un año en la app.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-090,MSG-313,AGENT-01,Chile,CL,OUTBOUND,"""La app solo muestra los últimos 3 meses por rendimiento.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-090,MSG-314,USR-128,Chile,CL,INBOUND,"""Necesito el reporte anual para mi declaración de impuestos.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-090,MSG-315,USR-128,Chile,CL,INBOUND,"""Es absurdo que no pueda ver mi propia historia de gastos.""",es,-0.7,negative,frustration,"account_management, app_stability",0.4,consumer_protection,True,p3,,p3,,,,0.54,0.81,0.9,gemini-2.5-flash-lite,3258,269,11074,0.0004334,2026-05-01 14:22:00,ok
CASE-091,MSG-316,USR-419,Venezuela,VE,INBOUND,"""Mi abuela no recibió el dinero en Venezuela. El banco dice que no hay nada.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-091,MSG-317,AGENT-02,Venezuela,VE,OUTBOUND,"""Danos el número de referencia para rastrear el pago con el operador.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-091,MSG-318,USR-419,Venezuela,VE,INBOUND,"""Es el REF-99022. Ella no tiene qué comer, por favor agilicen.""",es,-0.8,very_negative,frustration,transfers,1.0,consumer_protection,True,p2,,p2,,,,0.8,1.0,0.95,gemini-2.5-flash-lite,3259,269,6071,0.0004335,2026-05-01 14:22:04,ok
CASE-092,MSG-319,USR-710,USA,US,INBOUND,"""Why was I charged 2 USD for a 'Card Verification'?""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-092,MSG-320,AGENT-03,USA,US,OUTBOUND,"""It's a temporary hold by the merchant. It will be refunded in 7 days.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-092,MSG-321,USR-710,USA,US,INBOUND,"""It's been 10 days and I still don't have it back.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-092,MSG-322,USR-710,USA,US,INBOUND,"""Your customer support is very slow on this matter.""",en,-0.7,negative,frustration,"cards, support_quality",0.6,consumer_protection,True,p3,,p3,,,,0.625,0.9375,0.9,gemini-2.5-flash-lite,3269,273,6421,0.0004361,2026-05-01 14:22:07,ok
CASE-093,MSG-323,USR-233,Argentina,AR,INBOUND,"""Intenté cargar saldo con mi tarjeta de crédito y me cobraron doble.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-093,MSG-324,AGENT-01,Argentina,AR,OUTBOUND,"""Revisa si uno de los cobros aparece como 'Pendiente' en tu banco.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-093,MSG-325,USR-233,Argentina,AR,INBOUND,"""Ambos están confirmados. Me descontaron 200 mil pesos de más.""",es,-0.8,very_negative,anger,"fees_pricing, transfers",1.0,"consumer_protection, unauthorized_charge",True,p2,,p2,,,,0.8,1.0,0.95,gemini-2.5-flash-lite,3254,261,12437,0.0004298,2026-05-01 14:22:17,ok
CASE-094,MSG-326,USR-560,Perú,PE,INBOUND,"""Quiero cambiar mi cuenta personal a Business, ¿es automático?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-094,MSG-327,AGENT-05,Perú,PE,OUTBOUND,"""No, debes crear un perfil nuevo con el RUC de tu empresa.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-094,MSG-328,USR-560,Perú,PE,INBOUND,"""Qué lata tener que registrar todo de nuevo. Debería ser un switch.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-094,MSG-329,USR-560,Perú,PE,INBOUND,"""Pierden mucha agilidad con ese proceso manual.""",es,-0.6,negative,frustration,"account_management, kyc_onboarding",0.3,,False,p3,,p3,,,,0.19,0.285,0.9,gemini-2.5-flash-lite,3262,243,10971,0.0004234,2026-05-01 14:22:18,ok
CASE-095,MSG-330,USR-815,Brasil,BR,INBOUND,"""A minha selfie não passa porque uso óculos escuros por uma cirurgia.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-095,MSG-331,AGENT-05,Brasil,BR,OUTBOUND,"""Olá, para segurança, precisamos ver seus olhos. Pode tirar por um segundo?""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-095,MSG-332,USR-815,Brasil,BR,INBOUND,"""Não posso, a luz me faz mal. Posso mandar uma foto do laudo médico?""",pt,-0.7,negative,frustration,kyc_onboarding,0.8,consumer_protection,True,p3,,p1,,,,0.8225,1.0,0.9,gemini-2.5-flash-lite,3256,254,7026,0.0004272,2026-05-01 14:22:24,ok
CASE-096,MSG-333,USR-411,Chile,CL,INBOUND,"""Mi transferencia a España fue rechazada porque el banco dice que soy 'PEP'.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-096,MSG-334,AGENT-04,Chile,CL,OUTBOUND,"""Hola, ¿tienes algún cargo público o relación con el gobierno?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-096,MSG-335,USR-411,Chile,CL,INBOUND,"""Soy concejal de una comuna pequeña. ¿Eso qué tiene que ver?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-096,MSG-336,USR-411,Chile,CL,INBOUND,"""Es discriminación, mi dinero es lícito y transparente.""",es,-0.6,negative,anger,"kyc_onboarding, transfers",0.7,consumer_protection,True,p3,,p3,,,,0.675,1.0,0.95,gemini-2.5-flash-lite,3266,262,10886,0.0004314,2026-05-01 14:22:30,ok
CASE-097,MSG-337,USR-132,México,MX,INBOUND,"""Me están pidiendo una clave dinámica que no me llega al celular.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-097,MSG-338,AGENT-01,México,MX,OUTBOUND,"""¿Tienes activado el roaming o estás en una zona sin señal?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-097,MSG-339,USR-132,México,MX,INBOUND,"""Tengo señal full. Intenté 5 veces y nada. Estoy bloqueado.""",es,-0.7,negative,frustration,"account_management, kyc_onboarding",0.8,consumer_protection,True,p2,,p2,,,,0.7225,1.0,0.9,gemini-2.5-flash-lite,3248,250,8040,0.0004248,2026-05-01 14:22:32,ok
CASE-098,MSG-340,USR-715,Chile,CL,INBOUND,"""Amo Global66 pero el buscador de contactos es muy lento.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-098,MSG-341,AGENT-02,Chile,CL,OUTBOUND,"""Hola, estamos trabajando en una actualización para mejorar la carga.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-098,MSG-342,USR-315,Chile,CL,INBOUND,"""Ojalá sea pronto, tengo 200 contactos y se queda pegado el app.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-098,MSG-343,USR-315,Chile,CL,INBOUND,"""Especialmente cuando quiero enviar plata rápido en el café.""",es,-0.7,negative,frustration,app_stability,0.6,,True,p3,,p3,,,,0.2975,0.4462,0.9,gemini-2.5-flash-lite,3265,228,23581,0.0004177,2026-05-01 14:22:53,ok
CASE-099,MSG-344,USR-555,Brasil,CL,INBOUND,"""Mi tarjeta fue clonada en un viaje a Brasil. Hay 4 compras hoy.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-099,MSG-345,AGENT-01,Brasil,CL,OUTBOUND,"""Bloqueamos la tarjeta. ¿Puedes reconocer los montos?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-099,MSG-346,USR-555,Chile,CL,INBOUND,"""Son como 500 reales en total. No fui yo, yo ya estoy en Chile.""",es,-0.9,very_negative,anger,"cards, fraud_security",1.0,"fraud_suspected, unauthorized_charge",True,p1,,p1,,,,0.815,1.0,0.95,gemini-2.5-flash-lite,3254,247,9490,0.0004242,2026-05-01 14:22:41,ok
CASE-100,MSG-347,USR-211,Chile,CL,INBOUND,"""Quiero invertir en acciones de Tesla pero el botón dice 'Próximamente'.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-100,MSG-348,AGENT-03,Chile,CL,OUTBOUND,"""Estamos habilitando el mercado de acciones por grupos. Te avisaremos.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-100,MSG-349,USR-211,Chile,CL,INBOUND,"""Pero mi amigo ya puede comprar y se registró después que yo.""",es,-0.5,negative,frustration,app_stability,0.3,,True,p3,,p3,,,,0.175,0.2625,0.9,gemini-2.5-flash-lite,3247,242,13765,0.0004215,2026-05-01 14:23:00,ok
CASE-101,MSG-350,USR-420,Chile,CL,INBOUND,"""Mi transferencia a Perú fue rechazada por 'Exceso de cupo'. ¿Qué es eso?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-101,MSG-351,AGENT-02,Chile,CL,OUTBOUND,"""Hola, has superado el límite mensual de envío para tu nivel de cuenta.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
